timestamp;name;ocel;filename;num_rows;num_cols;description;target_otypes;rule;graph_mode;remove_otype_loops;name_suffix;hu_otypes;resource_otypes;init_time;process_time;num_components;og_nodes;og_edges;og_components;user
20240815-134205;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134205-orderManagementWithDistances-alloc_ct_event_target_paths.csv;21008;3;;customers;ClosestTargets;HU-HU;True;;;;;;;;;;
20240815-134205;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134205-orderManagementWithDistances-alloc_ct_event_target_paths.csv;99680;3;;employees;ClosestTargets;Obj-Obj;True;;;;;;;;;;
20240815-134206;alloc_target_emissions;orderManagementWithDistances;20240815-134206-orderManagementWithDistances-alloc_target_emissions.csv;18;2;;employees;ClosestTargets;HU-HU;True;;;;;;;;;;
20240815-134206;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134206-orderManagementWithDistances-alloc_ct_event_target_paths.csv;53515;3;;employees;ClosestTargets;HU-HU;True;;;;;;;;;;
20240815-134206;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134206-orderManagementWithDistances-alloc_ct_event_target_paths.csv;54697;3;;products;ClosestTargets;Obj-Obj;True;;;;;;;;;;
20240815-134206;alloc_target_emissions;orderManagementWithDistances;20240815-134206-orderManagementWithDistances-alloc_target_emissions.csv;20;2;;products;ClosestTargets;HU-HU;True;;;;;;;;;;
20240815-134206;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134206-orderManagementWithDistances-alloc_ct_event_target_paths.csv;54697;3;;products;ClosestTargets;HU-HU;True;;;;;;;;;;
20240815-134714;alloc_target_emissions;orderManagementWithDistances;20240815-134714-orderManagementWithDistances-alloc_target_emissions-AllTargets_items.csv;7659;2;;items;AllTargets;;;AllTargets_items;;;;;;;;;
20240815-134714;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134714-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_items.csv;60935;3;;items;ClosestTargets;Obj-Obj;True;ClosestTargets_items;;;;;;;;;
20240815-134714;alloc_target_emissions;orderManagementWithDistances;20240815-134714-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_items.csv;7659;2;;items;ClosestTargets;HU-HU;True;ClosestTargets_items;;;;;;;;;
20240815-134714;alloc_target_emissions;orderManagementWithDistances;20240815-134714-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_items.csv;7659;2;;items;ParticipatingTargets;;;ParticipatingTargets_items;;;;;;;;;
20240815-134715;alloc_target_emissions;orderManagementWithDistances;20240815-134715-orderManagementWithDistances-alloc_target_emissions-AllTargets_orders.csv;2000;2;;orders;AllTargets;;;AllTargets_orders;;;;;;;;;
20240815-134715;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134715-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_items.csv;60935;3;;items;ClosestTargets;HU-HU;True;ClosestTargets_items;;;;;;;;;
20240815-134715;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134715-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_orders.csv;8443503;3;;orders;ClosestTargets;Obj-Obj;True;ClosestTargets_orders;;;;;;;;;
20240815-134715;alloc_target_emissions;orderManagementWithDistances;20240815-134715-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_orders.csv;2000;2;;orders;ParticipatingTargets;;;ParticipatingTargets_orders;;;;;;;;;
20240815-134757;alloc_target_emissions;orderManagementWithDistances;20240815-134757-orderManagementWithDistances-alloc_target_emissions-AllTargets_packages.csv;1128;2;;packages;AllTargets;;;AllTargets_packages;;;;;;;;;
20240815-134757;alloc_target_emissions;orderManagementWithDistances;20240815-134757-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_orders.csv;2000;2;;orders;ClosestTargets;HU-HU;True;ClosestTargets_orders;;;;;;;;;
20240815-134757;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134757-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_orders.csv;31222;3;;orders;ClosestTargets;HU-HU;True;ClosestTargets_orders;;;;;;;;;
20240815-134757;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134757-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_packages.csv;10338317;3;;packages;ClosestTargets;Obj-Obj;True;ClosestTargets_packages;;;;;;;;;
20240815-134757;alloc_target_emissions;orderManagementWithDistances;20240815-134757-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_packages.csv;1128;2;;packages;ParticipatingTargets;;;ParticipatingTargets_packages;;;;;;;;;
20240815-134843;alloc_target_emissions;orderManagementWithDistances;20240815-134843-orderManagementWithDistances-alloc_target_emissions-AllTargets_customers.csv;15;2;;customers;AllTargets;;;AllTargets_customers;;;;;;;;;
20240815-134843;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134843-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_customers.csv;259120;3;;customers;ClosestTargets;Obj-Obj;True;ClosestTargets_customers;;;;;;;;;
20240815-134843;alloc_target_emissions;orderManagementWithDistances;20240815-134843-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_packages.csv;1128;2;;packages;ClosestTargets;HU-HU;True;ClosestTargets_packages;;;;;;;;;
20240815-134843;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134843-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_packages.csv;28475;3;;packages;ClosestTargets;HU-HU;True;ClosestTargets_packages;;;;;;;;;
20240815-134843;alloc_target_emissions;orderManagementWithDistances;20240815-134843-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_customers.csv;15;2;;customers;ParticipatingTargets;;;ParticipatingTargets_customers;;;;;;;;;
20240815-134844;alloc_target_emissions;orderManagementWithDistances;20240815-134844-orderManagementWithDistances-alloc_target_emissions-AllTargets_employees.csv;18;2;;employees;AllTargets;;;AllTargets_employees;;;;;;;;;
20240815-134844;alloc_target_emissions;orderManagementWithDistances;20240815-134844-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_customers.csv;15;2;;customers;ClosestTargets;HU-HU;True;ClosestTargets_customers;;;;;;;;;
20240815-134844;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134844-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_customers.csv;21008;3;;customers;ClosestTargets;HU-HU;True;ClosestTargets_customers;;;;;;;;;
20240815-134844;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134844-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_employees.csv;99680;3;;employees;ClosestTargets;Obj-Obj;True;ClosestTargets_employees;;;;;;;;;
20240815-134844;alloc_target_emissions;orderManagementWithDistances;20240815-134844-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_employees.csv;18;2;;employees;ParticipatingTargets;;;ParticipatingTargets_employees;;;;;;;;;
20240815-134845;alloc_target_emissions;orderManagementWithDistances;20240815-134845-orderManagementWithDistances-alloc_target_emissions-AllTargets_products.csv;20;2;;products;AllTargets;;;AllTargets_products;;;;;;;;;
20240815-134845;alloc_target_emissions;orderManagementWithDistances;20240815-134845-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_employees.csv;18;2;;employees;ClosestTargets;HU-HU;True;ClosestTargets_employees;;;;;;;;;
20240815-134845;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134845-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_employees.csv;53515;3;;employees;ClosestTargets;HU-HU;True;ClosestTargets_employees;;;;;;;;;
20240815-134845;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134845-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_products.csv;54697;3;;products;ClosestTargets;Obj-Obj;True;ClosestTargets_products;;;;;;;;;
20240815-134845;alloc_target_emissions;orderManagementWithDistances;20240815-134845-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_products.csv;20;2;;products;ClosestTargets;HU-HU;True;ClosestTargets_products;;;;;;;;;
20240815-134845;alloc_ct_event_target_paths;orderManagementWithDistances;20240815-134845-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_products.csv;54697;3;;products;ClosestTargets;HU-HU;True;ClosestTargets_products;;;;;;;;;
20240815-134845;alloc_target_emissions;orderManagementWithDistances;20240815-134845-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_products.csv;20;2;;products;ParticipatingTargets;;;ParticipatingTargets_products;;;;;;;;;
20240816-162802;alloc_target_emissions;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_target_emissions-AllTargets_items.csv;7659;2;;items;AllTargets;;;AllTargets_items;;;;;;;;;
20240816-162802;alloc_target_emissions;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_items_obj_obj_.csv;7659;2;;items;ClosestTargets;Obj-Obj;False;ClosestTargets_items_obj_obj_;;;;;;;;;
20240816-162802;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_items_obj_obj_.csv;60935;3;;items;ClosestTargets;Obj-Obj;False;ClosestTargets_items_obj_obj_;;;;;;;;;
20240816-162802;alloc_target_emissions;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_items_hu_hu_.csv;7659;2;;items;ClosestTargets;HU-HU;False;ClosestTargets_items_hu_hu_;;;;;;;;;
20240816-162802;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_items_hu_hu_.csv;60935;3;;items;ClosestTargets;HU-HU;False;ClosestTargets_items_hu_hu_;;;;;;;;;
20240816-162802;alloc_target_emissions;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_items_obj_obj_wo-ot-loops.csv;7659;2;;items;ClosestTargets;Obj-Obj;True;ClosestTargets_items_obj_obj_wo-ot-loops;;;;;;;;;
20240816-162802;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_items_obj_obj_wo-ot-loops.csv;60935;3;;items;ClosestTargets;Obj-Obj;True;ClosestTargets_items_obj_obj_wo-ot-loops;;;;;;;;;
20240816-162802;alloc_target_emissions;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_items_hu_hu_wo-ot-loops.csv;7659;2;;items;ClosestTargets;HU-HU;True;ClosestTargets_items_hu_hu_wo-ot-loops;;;;;;;;;
20240816-162802;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_items_hu_hu_wo-ot-loops.csv;60935;3;;items;ClosestTargets;HU-HU;True;ClosestTargets_items_hu_hu_wo-ot-loops;;;;;;;;;
20240816-162802;alloc_target_emissions;orderManagementWithDistances;20240816-162802-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_items.csv;7659;2;;items;ParticipatingTargets;;;ParticipatingTargets_items;;;;;;;;;
20240816-162803;alloc_target_emissions;orderManagementWithDistances;20240816-162803-orderManagementWithDistances-alloc_target_emissions-AllTargets_orders.csv;2000;2;;orders;AllTargets;;;AllTargets_orders;;;;;;;;;
20240816-162803;alloc_target_emissions;orderManagementWithDistances;20240816-162803-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_orders_obj_obj_.csv;2000;2;;orders;ClosestTargets;Obj-Obj;False;ClosestTargets_orders_obj_obj_;;;;;;;;;
20240816-162803;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162803-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_orders_obj_obj_.csv;8443503;3;;orders;ClosestTargets;Obj-Obj;False;ClosestTargets_orders_obj_obj_;;;;;;;;;
20240816-162803;alloc_target_emissions;orderManagementWithDistances;20240816-162803-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_orders.csv;2000;2;;orders;ParticipatingTargets;;;ParticipatingTargets_orders;;;;;;;;;
20240816-162839;alloc_target_emissions;orderManagementWithDistances;20240816-162839-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_orders_obj_obj_wo-ot-loops.csv;2000;2;;orders;ClosestTargets;Obj-Obj;True;ClosestTargets_orders_obj_obj_wo-ot-loops;;;;;;;;;
20240816-162839;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162839-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_orders_obj_obj_wo-ot-loops.csv;8443503;3;;orders;ClosestTargets;Obj-Obj;True;ClosestTargets_orders_obj_obj_wo-ot-loops;;;;;;;;;
20240816-162916;alloc_target_emissions;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_target_emissions-AllTargets_packages.csv;1128;2;;packages;AllTargets;;;AllTargets_packages;;;;;;;;;
20240816-162916;alloc_target_emissions;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_orders_hu_hu_.csv;2000;2;;orders;ClosestTargets;HU-HU;False;ClosestTargets_orders_hu_hu_;;;;;;;;;
20240816-162916;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_orders_hu_hu_.csv;31222;3;;orders;ClosestTargets;HU-HU;False;ClosestTargets_orders_hu_hu_;;;;;;;;;
20240816-162916;alloc_target_emissions;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_packages_obj_obj_.csv;1128;2;;packages;ClosestTargets;Obj-Obj;False;ClosestTargets_packages_obj_obj_;;;;;;;;;
20240816-162916;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_packages_obj_obj_.csv;10338317;3;;packages;ClosestTargets;Obj-Obj;False;ClosestTargets_packages_obj_obj_;;;;;;;;;
20240816-162916;alloc_target_emissions;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_orders_hu_hu_wo-ot-loops.csv;2000;2;;orders;ClosestTargets;HU-HU;True;ClosestTargets_orders_hu_hu_wo-ot-loops;;;;;;;;;
20240816-162916;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_orders_hu_hu_wo-ot-loops.csv;31222;3;;orders;ClosestTargets;HU-HU;True;ClosestTargets_orders_hu_hu_wo-ot-loops;;;;;;;;;
20240816-162916;alloc_target_emissions;orderManagementWithDistances;20240816-162916-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_packages.csv;1128;2;;packages;ParticipatingTargets;;;ParticipatingTargets_packages;;;;;;;;;
20240816-162956;alloc_target_emissions;orderManagementWithDistances;20240816-162956-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_packages_obj_obj_wo-ot-loops.csv;1128;2;;packages;ClosestTargets;Obj-Obj;True;ClosestTargets_packages_obj_obj_wo-ot-loops;;;;;;;;;
20240816-162956;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-162956-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_packages_obj_obj_wo-ot-loops.csv;10338317;3;;packages;ClosestTargets;Obj-Obj;True;ClosestTargets_packages_obj_obj_wo-ot-loops;;;;;;;;;
20240816-163036;alloc_target_emissions;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_target_emissions-AllTargets_customers.csv;15;2;;customers;AllTargets;;;AllTargets_customers;;;;;;;;;
20240816-163036;alloc_target_emissions;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_customers_obj_obj_.csv;15;2;;customers;ClosestTargets;Obj-Obj;False;ClosestTargets_customers_obj_obj_;;;;;;;;;
20240816-163036;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_customers_obj_obj_.csv;259120;3;;customers;ClosestTargets;Obj-Obj;False;ClosestTargets_customers_obj_obj_;;;;;;;;;
20240816-163036;alloc_target_emissions;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_packages_hu_hu_.csv;1128;2;;packages;ClosestTargets;HU-HU;False;ClosestTargets_packages_hu_hu_;;;;;;;;;
20240816-163036;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_packages_hu_hu_.csv;28475;3;;packages;ClosestTargets;HU-HU;False;ClosestTargets_packages_hu_hu_;;;;;;;;;
20240816-163036;alloc_target_emissions;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_packages_hu_hu_wo-ot-loops.csv;1128;2;;packages;ClosestTargets;HU-HU;True;ClosestTargets_packages_hu_hu_wo-ot-loops;;;;;;;;;
20240816-163036;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_packages_hu_hu_wo-ot-loops.csv;28475;3;;packages;ClosestTargets;HU-HU;True;ClosestTargets_packages_hu_hu_wo-ot-loops;;;;;;;;;
20240816-163036;alloc_target_emissions;orderManagementWithDistances;20240816-163036-orderManagementWithDistances-alloc_target_emissions-ParticipatingTargets_customers.csv;15;2;;customers;ParticipatingTargets;;;ParticipatingTargets_customers;;;;;;;;;
20240816-163037;alloc_target_emissions;orderManagementWithDistances;20240816-163037-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_customers_obj_obj_wo-ot-loops.csv;15;2;;customers;ClosestTargets;Obj-Obj;True;ClosestTargets_customers_obj_obj_wo-ot-loops;;;;;;;;;
20240816-163037;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-163037-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_customers_obj_obj_wo-ot-loops.csv;259120;3;;customers;ClosestTargets;Obj-Obj;True;ClosestTargets_customers_obj_obj_wo-ot-loops;;;;;;;;;
20240816-163039;alloc_target_emissions;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_target_emissions-AllTargets_employees.csv;18;2;;employees;AllTargets;;;AllTargets_employees;;;;;;;;;
20240816-163039;alloc_target_emissions;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_customers_hu_hu_.csv;15;2;;customers;ClosestTargets;HU-HU;False;ClosestTargets_customers_hu_hu_;;;;;;;;;
20240816-163039;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_customers_hu_hu_.csv;21008;3;;customers;ClosestTargets;HU-HU;False;ClosestTargets_customers_hu_hu_;;;;;;;;;
20240816-163039;alloc_target_emissions;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_employees_obj_obj_.csv;18;2;;employees;ClosestTargets;Obj-Obj;False;ClosestTargets_employees_obj_obj_;;;;;;;;;
20240816-163039;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_employees_obj_obj_.csv;99680;3;;employees;ClosestTargets;Obj-Obj;False;ClosestTargets_employees_obj_obj_;;;;;;;;;
20240816-163039;alloc_target_emissions;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_customers_hu_hu_wo-ot-loops.csv;15;2;;customers;ClosestTargets;HU-HU;True;ClosestTargets_customers_hu_hu_wo-ot-loops;;;;;;;;;
20240816-163039;alloc_ct_event_target_paths;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_ct_event_target_paths-ClosestTargets_customers_hu_hu_wo-ot-loops.csv;21008;3;;customers;ClosestTargets;HU-HU;True;ClosestTargets_customers_hu_hu_wo-ot-loops;;;;;;;;;
20240816-163039;alloc_target_emissions;orderManagementWithDistances;20240816-163039-orderManagementWithDistances-alloc_target_emissions-ClosestTargets_employees_obj_obj_wo-ot-loops.csv;18;2;;employees;ClosestTargets;Obj-Obj;True;ClosestTargets_employees_obj_obj_wo-ot-loops;;;;;;;;;
